ACC_X,ACC_Y,ACC_Z,GIR_X,GIR_Y,GIR_Z
-1.17,0.52,-0.84,135.01,-167.85,-259.77
-1.13,0.44,-0.96,167.66,-172.73,-269.17
-1.04,0.25,-0.72,62.38,-216.37,-268.74
-0.89,0.15,-0.44,-40.71,-237.49,-244.32
-0.76,-0.09,-0.11,-107.18,-259.28,-225.22
-0.6,-0.33,0.01,-210.33,-257.45,-173.34
-0.53,-0.41,-0.04,-278.02,-253.66,-138.98
-0.43,-0.17,0.01,-447.75,-260.19,-55.05
-0.41,0.0,0.2,-487.24,-268.92,-5.13
-0.34,0.0,0.67,-382.69,-254.15,-3.36
-0.26,-0.39,0.34,-131.59,-238.46,-10.68
-0.29,-0.48,0.47,-101.75,-255.19,2.44
-0.28,-0.42,0.75,-47.0,-259.22,46.26
-0.28,-0.37,0.78,-27.83,-249.15,80.57
-0.35,-0.25,0.78,-74.71,-236.33,107.91
-0.35,-0.05,1.03,-137.7,-262.15,160.34
-0.35,0.03,1.29,-139.89,-284.18,178.59
-0.31,0.11,1.88,-109.56,-309.94,202.03
-0.31,0.2,2.19,-92.96,-302.25,217.77
-0.24,0.49,2.54,-35.03,-227.66,255.55
-0.39,0.79,2.7,-29.85,-117.74,275.94
-0.43,0.89,2.73,-39.43,-53.53,279.48
-0.49,0.95,2.62,-88.81,85.45,270.14
-0.58,0.91,2.41,-134.7,160.16,259.16
-0.8,0.81,1.77,-192.81,283.81,251.95
-1.03,0.97,1.27,-226.75,352.66,276.12
-1.13,1.09,1.12,-224.49,370.73,290.59
-1.26,1.43,0.9,-176.94,385.74,315.31
-1.41,1.6,0.82,-165.71,391.17,323.18
-1.62,2.05,0.57,-194.4,407.41,319.15
-1.63,2.69,0.07,-287.9,462.22,285.22
-1.73,2.83,-0.34,-328.92,495.54,233.64
-1.69,2.81,-1.21,-417.11,500.73,86.43
-1.7,2.6,-1.54,-382.02,461.55,9.7
-1.62,2.16,-1.84,-248.11,294.56,-97.78
-1.6,2.2,-1.27,-204.16,113.22,-132.26
-1.67,2.18,-0.99,-182.5,69.52,-162.11
-1.75,1.74,-0.83,-115.97,52.12,-251.22
-1.72,1.54,-0.89,-95.89,52.49,-281.43
-1.68,1.42,-0.94,-116.39,41.75,-301.09
-1.7,1.48,-0.82,-125.61,11.23,-309.63
-1.77,1.38,-0.78,-103.76,4.64,-332.4
-1.79,0.75,-1.07,70.62,22.89,-402.95
-1.69,0.47,-1.24,127.56,35.28,-406.43
-1.43,0.29,-1.52,125.85,22.4,-328.0
-1.22,0.56,-1.25,81.85,-65.49,-231.26
-1.12,0.67,-1.08,53.34,-106.99,-205.44
-1.0,0.84,-0.76,1.71,-159.42,-190.0
-0.95,0.83,-0.68,-7.87,-165.95,-197.33
-0.94,0.56,-0.73,2.14,-157.71,-231.02
-0.88,0.1,-0.83,49.74,-170.78,-258.12
-0.82,-0.11,-0.8,37.11,-192.32,-251.16
-0.6,-0.26,-0.38,-85.08,-257.32,-187.13
-0.54,-0.24,-0.17,-137.02,-281.07,-144.65
-0.33,-0.08,0.07,-269.78,-290.83,-59.02
-0.26,0.17,0.18,-372.92,-275.76,1.22
-0.21,0.23,0.22,-399.17,-260.38,8.12
-0.08,-0.02,0.37,-336.43,-223.33,-13.0
-0.13,-0.23,0.27,-219.79,-204.9,-19.53
-0.07,-0.55,0.03,-218.14,-195.98,15.01
-0.15,-0.4,0.21,-120.12,-241.09,96.86
-0.27,-0.22,0.4,-109.5,-254.58,122.44
-0.38,-0.23,0.59,-30.4,-261.05,128.17
-0.41,-0.33,0.7,-9.16,-269.78,129.52
-0.54,-0.38,1.21,-22.03,-319.27,170.29
-0.54,-0.3,1.99,-46.88,-364.07,239.56
-0.51,0.13,2.36,-22.64,-371.15,268.31
-0.6,0.45,3.01,51.39,-347.72,278.38
-0.66,0.46,3.28,73.79,-295.9,267.76
-0.8,0.37,3.38,41.69,-104.98,261.72
-0.89,0.46,2.75,-116.7,163.39,304.87
-1.02,0.74,2.04,-117.98,270.14,317.81
-1.09,0.96,1.21,-194.52,346.62,324.04
-1.14,1.07,1.08,-213.13,338.07,323.97
-1.22,1.35,0.99,-138.85,305.79,330.69
-1.25,1.52,1.03,-130.31,300.84,332.89
-1.35,1.85,0.99,-142.58,320.56,326.42
-1.43,2.04,0.58,-231.87,384.95,285.1
-1.46,2.14,0.24,-291.99,418.46,255.43
-1.53,2.28,-0.39,-389.34,453.43,179.69
-1.53,2.26,-0.69,-385.31,407.78,78.92
-1.54,2.09,-1.04,-333.5,358.09,35.46
-1.56,1.98,-1.23,-205.87,265.75,-23.99
-1.56,1.97,-1.29,-165.1,230.83,-45.9
-1.58,1.97,-1.3,-126.77,162.9,-96.13
-1.61,1.88,-1.28,-79.16,108.52,-166.2
-1.62,1.59,-1.27,-79.1,87.04,-191.89
-1.63,1.54,-1.3,-105.1,51.64,-218.93
-1.69,1.39,-1.32,-111.15,36.25,-240.11
-1.71,0.72,-1.35,-45.78,3.91,-295.17
-1.58,0.45,-1.39,-33.63,-34.85,-260.07
-1.32,0.49,-1.38,-95.7,-58.23,-209.72
-1.21,0.91,-1.24,-164.98,-114.2,-141.72
-1.16,1.0,-1.15,-138.79,-141.85,-143.31
-1.11,0.82,-0.9,-88.99,-179.93,-172.3
-1.13,0.61,-0.88,-44.74,-184.81,-205.63
-1.08,0.04,-1.05,-41.14,-188.17,-212.77
-0.9,-0.23,-0.99,-70.43,-228.52,-166.63
-0.84,-0.14,-0.78,-90.09,-259.7,-122.62
-0.69,0.15,-0.35,-130.0,-294.62,-65.31
-0.6,0.21,-0.23,-92.16,-283.14,-65.31
-0.52,0.04,-0.13,-54.32,-277.59,-76.35
-0.48,-0.38,-0.11,-5.62,-268.92,-88.81
-0.43,-0.52,-0.06,-3.85,-269.59,-75.74
-0.37,-0.56,0.13,-0.55,-282.41,-16.78
-0.35,-0.5,0.26,-4.21,-289.55,33.87
-0.34,-0.44,0.52,-8.48,-289.67,49.56
-0.39,-0.49,0.77,-4.7,-287.11,78.92
-0.44,-0.49,0.9,4.76,-288.64,97.29
-0.43,-0.37,1.32,11.05,-304.02,145.63
-0.43,-0.23,1.61,28.69,-315.12,202.58
-0.35,0.1,2.19,26.31,-301.76,223.08
-0.43,0.43,2.73,35.34,-223.88,237.06
-0.48,0.5,2.81,52.86,-152.65,233.58
-0.57,0.62,2.7,-71.66,31.8,229.55
-0.66,0.66,2.29,-98.39,199.46,242.31
-0.81,0.9,1.5,-68.66,235.17,262.27
-0.74,1.46,1.21,-38.7,239.87,305.54
-0.75,1.76,1.25,-36.07,231.32,315.86
-0.79,2.22,1.39,-60.85,241.82,293.09
-0.83,2.39,1.3,-74.77,315.8,242.31
-0.92,2.63,0.73,-132.02,368.71,210.45
-0.95,2.6,-0.13,-201.78,443.73,130.49
-0.97,2.5,-0.52,-249.45,449.22,84.53
-0.91,2.07,-1.1,-245.91,386.66,-1.16
-0.91,1.96,-1.22,-251.1,271.67,-24.29
-0.84,2.01,-1.34,-189.27,224.49,-26.86
-0.87,2.36,-1.09,-158.94,133.42,-45.72
-0.88,2.38,-0.99,-132.57,112.37,-80.75
-0.97,2.0,-1.03,-78.31,98.39,-168.95
-1.02,1.8,-1.1,-61.58,93.57,-215.76
-1.13,1.38,-1.16,-43.95,73.49,-232.3
-1.07,0.8,-1.23,-20.2,52.92,-248.9
-0.98,0.66,-1.3,-17.88,40.71,-227.72
-0.82,0.93,-1.35,-77.88,-6.9,-149.84
-0.78,1.15,-1.23,-106.63,-40.28,-129.7
-0.77,1.27,-0.97,-106.45,-84.72,-143.07
-0.82,0.99,-1.19,-98.27,-76.78,-174.19
-0.82,0.82,-1.3,-91.43,-83.8,-184.51
-0.82,0.42,-1.21,-72.57,-138.0,-191.83
-0.76,0.29,-1.08,-70.8,-163.21,-165.59
-0.68,0.31,-0.98,-53.47,-179.57,-137.57
-0.56,0.46,-0.9,-44.43,-198.18,-117.43
-0.54,0.42,-0.83,-28.81,-210.57,-122.01
-0.48,0.2,-0.65,-4.82,-233.52,-130.98
-0.46,0.18,-0.6,-21.36,-234.13,-104.49
-0.45,0.23,-0.52,-42.05,-237.12,-91.25
-0.44,0.03,-0.38,-46.88,-251.46,-88.87
-0.43,-0.08,-0.33,-63.11,-253.17,-80.32
-0.42,-0.1,-0.12,-93.93,-265.26,-38.27
-0.42,-0.09,0.03,-94.67,-274.11,-20.14
-0.36,-0.26,0.29,-69.82,-279.42,-4.21
-0.29,-0.41,0.52,-83.56,-265.69,24.66
-0.27,-0.41,0.63,-89.42,-254.15,50.6
-0.28,-0.35,0.74,-73.0,-223.08,98.14
-0.3,-0.3,0.76,-60.85,-211.36,117.0
-0.35,-0.1,0.97,-57.92,-209.84,153.38
-0.37,0.09,1.33,-47.42,-220.76,176.57
-0.35,0.13,1.56,-45.35,-225.1,180.11
-0.44,0.2,2.07,-23.8,-219.79,192.81
-0.41,0.26,2.31,11.29,-204.59,203.19
-0.45,0.41,2.65,24.84,-133.3,227.84
-0.54,0.7,2.75,-34.0,-11.6,254.82
-0.6,0.93,2.67,-79.16,63.05,264.95
-0.64,1.23,2.13,-152.16,204.35,255.37
-0.72,1.29,1.93,-187.99,249.57,241.15
-0.92,1.41,1.57,-139.22,302.12,235.23
-1.02,2.14,1.1,-153.08,373.29,278.2
-1.08,2.64,0.63,-173.4,426.21,289.92
-1.07,3.41,-0.76,-303.65,532.65,230.35
-1.09,3.42,-1.53,-362.85,543.76,144.1
-0.71,2.52,-2.3,-292.97,360.6,-68.97
-0.63,1.75,-0.93,-205.99,36.99,-124.45
-0.57,1.98,-0.22,-172.06,-24.84,-94.73
-0.75,2.5,-0.01,-89.11,75.93,-95.52
-0.92,2.34,-0.61,-65.55,177.86,-147.03
-1.09,1.49,-1.87,-51.21,265.81,-240.42
-1.05,1.13,-2.49,-63.54,184.39,-218.51
-0.99,1.12,-2.47,-66.1,107.18,-194.46
-0.9,1.07,-1.79,-71.04,-32.78,-180.97
-0.82,1.0,-1.5,-66.96,-62.32,-185.06
-0.74,0.91,-1.36,-41.75,-62.01,-189.03
-0.72,0.85,-1.52,-33.57,-54.02,-195.31
-0.74,0.8,-1.59,-21.3,-61.58,-199.71
-0.74,0.55,-1.49,-7.08,-102.6,-210.45
-0.75,0.35,-1.35,-5.49,-125.06,-211.06
-0.66,-0.07,-1.14,-16.11,-150.21,-187.81
-0.58,0.02,-0.95,-79.1,-167.18,-108.52
-0.43,0.25,-0.86,-90.39,-177.55,-67.5
-0.36,0.5,-0.65,-71.41,-203.98,-47.73
-0.34,0.44,-0.53,-57.13,-213.93,-61.83
-0.29,0.16,-0.34,-55.48,-213.26,-85.75
-0.25,-0.01,-0.22,-47.18,-203.86,-86.55
-0.15,-0.28,-0.18,-46.88,-198.61,-73.49
-0.06,-0.25,-0.16,-61.1,-180.91,-21.06
-0.06,-0.11,-0.19,-74.95,-173.46,4.21
-0.04,0.03,-0.22,-70.01,-180.36,20.75
-0.1,-0.03,-0.09,-16.36,-213.99,7.02
-0.23,-0.46,-0.02,13.31,-233.76,5.37
-0.31,-0.7,0.25,60.18,-282.59,44.01
-0.34,-0.67,0.48,66.77,-307.8,78.0
-0.42,-0.26,1.1,64.58,-341.8,154.54
-0.42,-0.03,1.38,102.84,-338.87,185.36
-0.35,0.2,1.92,116.21,-326.35,174.68
-0.23,0.03,2.39,69.03,-273.13,137.02
-0.26,-0.06,2.62,24.35,-232.6,132.45
-0.33,-0.23,2.85,-31.43,-100.59,157.9
-0.43,-0.24,2.76,-101.81,89.9,221.37
-0.56,0.12,1.99,-117.55,171.02,256.84
-0.67,0.62,1.38,-135.99,238.28,297.61
-0.74,0.77,1.28,-140.81,241.09,300.11
-0.82,1.08,1.29,-108.28,239.81,307.86
-0.86,1.38,1.28,-63.42,269.04,343.2
-0.92,2.22,0.9,-66.35,295.17,352.05
-0.84,2.63,0.51,-102.29,311.58,281.13
-0.77,2.62,0.48,-141.05,288.45,225.46
-0.88,2.66,0.44,-182.13,273.13,147.4
-0.91,2.74,0.17,-154.79,314.94,88.07
-0.87,2.59,-0.45,-153.75,315.06,47.85
-0.87,2.16,-0.68,-144.96,258.54,-26.18
-0.89,2.01,-0.67,-123.72,226.44,-47.73
-0.91,2.09,-0.93,-120.24,215.58,-56.76
-0.92,2.17,-1.15,-134.03,223.75,-95.83
-0.97,1.78,-1.57,-102.11,207.21,-136.66
-0.99,1.2,-1.83,-62.01,145.87,-179.93
-0.95,1.09,-1.92,-59.51,111.57,-171.51
-0.86,1.11,-1.88,-76.05,29.79,-149.05
-0.81,1.07,-1.67,-85.27,-46.63,-157.9
-0.7,1.07,-1.26,-95.76,-60.85,-160.16
-0.73,1.36,-1.37,-125.18,-46.39,-167.6
-0.81,1.32,-1.54,-120.85,-44.8,-191.1
-0.97,0.55,-1.58,-110.6,-96.86,-266.05
-0.99,-0.02,-1.43,-74.89,-172.3,-269.9
-0.72,-0.68,-1.0,-57.19,-196.59,-209.29
-0.5,0.21,-0.74,-133.0,-199.34,-33.57
-0.46,0.71,-0.73,-161.62,-190.19,0.0
-0.46,0.65,-0.62,-91.31,-202.76,-72.81
-0.49,0.22,-0.53,-42.54,-213.75,-135.8
-0.48,-0.4,-0.39,-37.6,-217.83,-122.74
-0.37,-0.39,-0.05,-54.87,-234.56,-48.95
-0.31,-0.24,0.17,-71.72,-240.72,-11.84
-0.16,0.0,0.57,-91.61,-226.56,27.59
-0.1,0.01,0.68,-81.18,-174.5,23.5
-0.04,-0.33,0.71,-36.87,-143.43,21.06
-0.08,-0.59,0.56,-9.77,-99.85,55.18
-0.09,-0.56,0.5,-9.64,-91.86,89.29
-0.07,-0.26,0.72,-23.56,-103.88,154.66
-0.05,-0.08,0.89,-15.99,-94.12,200.01
-0.05,0.27,1.17,7.32,-94.97,219.85
-0.04,0.57,1.36,26.37,-51.76,245.24
-0.06,0.68,1.45,28.63,-28.44,252.44
-0.1,0.98,1.51,20.45,31.62,271.06
-0.13,1.14,1.5,6.47,94.91,278.99
-0.22,1.47,1.45,-69.03,131.84,275.09
-0.32,1.63,1.22,-116.58,209.05,246.09
-0.39,1.63,1.07,-122.25,237.49,228.88
-0.53,1.76,0.81,-118.29,274.23,219.73
-0.6,1.94,0.67,-116.64,289.61,229.92
-0.74,2.53,0.21,-146.73,334.41,230.53
-0.87,3.1,-0.68,-174.32,384.83,179.38
-0.9,3.19,-1.21,-195.68,394.9,120.97
-0.86,2.71,-1.93,-187.07,308.96,-34.12
-0.83,2.32,-1.93,-159.06,216.31,-117.49
-0.83,1.81,-1.14,-161.19,43.58,-122.07
-0.85,1.74,-0.71,-193.05,21.79,-123.23
-0.87,1.69,-0.85,-213.99,49.8,-140.62
-0.96,1.33,-1.42,-255.62,85.33,-195.92
-1.03,1.05,-1.6,-287.41,77.27,-234.01
-1.08,0.48,-1.71,-282.71,19.96,-230.41
-1.15,0.12,-1.59,-253.91,-31.86,-209.84
-1.15,-0.05,-1.64,-212.04,-40.28,-205.87
-1.09,-0.25,-1.85,-124.33,-51.15,-181.34
-1.07,-0.23,-2.0,-66.41,-65.0,-158.87
-1.04,0.02,-2.01,14.28,-137.33,-126.53
-0.97,0.15,-1.49,4.03,-216.0,-127.08
-0.97,0.12,-1.28,27.47,-232.67,-136.23
-0.93,-0.24,-1.18,158.14,-237.85,-168.33
-0.89,-0.37,-1.21,216.86,-234.44,-165.59
-0.78,-0.3,-1.22,232.06,-246.95,-116.52
-0.67,0.01,-0.97,141.24,-288.27,-66.22
-0.64,0.08,-0.8,118.96,-312.07,-61.22
-0.59,-0.03,-0.45,75.87,-334.53,-74.89
-0.54,-0.17,-0.26,40.1,-333.13,-79.22
-0.41,-0.37,0.15,-79.65,-305.79,-49.74
-0.26,-0.33,0.34,-125.85,-251.04,14.4
-0.22,-0.22,0.3,-123.9,-219.24,44.25
-0.19,-0.09,0.15,-88.87,-181.21,71.96
-0.2,-0.09,0.13,-50.17,-184.39,71.29
-0.22,-0.18,0.33,0.79,-210.33,65.8
-0.25,-0.32,0.54,78.19,-229.0,81.6
-0.29,-0.36,0.62,108.34,-233.83,98.14
-0.33,-0.21,0.79,121.83,-244.87,149.29
-0.36,-0.07,0.97,102.23,-257.69,176.27
-0.31,0.26,1.39,86.49,-274.96,221.68
-0.35,0.48,1.73,87.34,-274.54,231.08
-0.34,0.54,2.07,54.75,-260.93,225.46
-0.33,0.45,2.54,16.97,-184.39,204.16
-0.44,0.35,2.65,-8.85,-123.66,205.44
-0.66,0.38,2.65,-90.33,30.58,258.48
-0.89,0.96,2.17,-151.61,191.96,338.13
-0.94,1.32,1.89,-184.88,249.63,366.03
-1.13,1.86,1.52,-257.51,327.94,361.51
-1.16,1.99,1.29,-259.03,361.27,329.83
-1.19,1.86,0.8,-254.52,407.35,242.61
-1.25,1.63,0.57,-266.97,398.93,191.22
-1.44,1.8,0.5,-254.09,389.89,193.05
-1.54,2.51,0.21,-280.09,415.34,201.9
-1.59,2.71,-0.1,-313.42,446.04,167.48
-1.6,2.52,-0.83,-328.31,449.4,27.65
-1.6,1.74,-1.05,-241.82,329.41,-104.06
-1.56,1.44,-0.9,-209.72,254.7,-125.49
-1.66,1.49,-0.53,-232.85,185.0,-107.18
-1.71,1.6,-0.67,-218.93,195.37,-113.83
-1.78,1.53,-1.09,-207.82,207.7,-172.24
-1.78,1.38,-1.31,-218.87,170.53,-229.49
-1.9,1.34,-1.41,-230.59,148.5,-255.19
-2.04,0.95,-1.61,-250.0,99.43,-325.5
-2.07,0.64,-1.74,-247.99,73.12,-355.04
-2.08,-0.0,-1.81,-138.24,-14.71,-366.52
-1.96,-0.2,-1.68,-53.71,-116.21,-294.43
-1.69,0.05,-1.42,-62.19,-161.68,-236.21
-1.48,0.69,-1.01,-48.4,-211.91,-170.29
-1.44,0.88,-0.98,-20.51,-213.32,-181.09
-1.46,0.75,-1.02,50.05,-216.49,-255.55
-1.46,0.49,-1.0,159.67,-228.09,-326.17
-1.44,-0.06,-1.0,191.53,-220.76,-337.77
-1.29,-0.44,-1.13,204.22,-211.49,-305.79
-1.17,-0.52,-1.06,129.39,-231.87,-262.82
-0.99,-0.26,-0.7,-32.9,-302.55,-148.38
-0.92,-0.0,-0.44,-118.04,-349.43,-95.76
-0.81,0.1,-0.06,-125.61,-348.75,-102.48
-0.71,-0.33,-0.02,-106.81,-334.11,-123.78
-0.72,-0.56,0.01,-116.09,-333.98,-117.25
-0.68,-0.76,0.2,-96.25,-348.14,-57.68
-0.68,-0.71,0.32,-142.7,-353.7,25.02
-0.69,-0.53,0.58,-158.14,-353.7,56.34
-0.79,-0.56,0.89,-112.61,-366.39,83.68
-0.78,-0.69,1.11,-92.83,-380.74,89.29
-0.93,-0.84,1.57,-68.85,-405.7,141.91
-0.86,-0.75,1.87,-107.42,-405.58,256.71
-0.97,-0.25,2.52,-91.55,-399.9,308.78
-1.01,0.36,3.24,-59.14,-344.97,378.78
-1.05,0.62,3.48,-20.57,-281.62,392.76
-0.98,1.03,3.61,-182.8,-62.99,375.85
-1.09,1.19,3.37,-332.52,227.11,325.56
-1.23,1.09,2.18,-317.75,323.3,315.8
-1.21,1.33,1.4,-263.31,400.39,343.02
-1.3,1.61,1.14,-243.53,406.92,359.99
-1.33,2.38,0.73,-302.31,422.12,365.3
-1.32,2.77,0.4,-361.27,477.66,304.26
-1.19,3.18,-0.52,-386.17,487.85,234.74
-1.09,2.74,-1.1,-333.92,412.66,51.88
-1.02,2.26,-1.18,-215.27,324.65,-24.35
-1.02,1.61,-0.47,-140.14,156.13,-72.14
-1.01,1.53,-0.12,-159.91,123.72,-58.11
-1.05,1.69,0.05,-170.17,148.8,-52.37
-1.17,1.81,-0.43,-177.12,199.46,-81.67
-1.2,1.7,-0.6,-198.61,204.04,-110.9
-1.28,1.46,-0.87,-190.19,182.13,-158.45
-1.31,1.43,-0.92,-166.08,142.21,-189.7
-1.32,1.48,-1.03,-165.47,126.83,-207.95
-1.37,1.4,-1.14,-192.38,104.0,-249.27
-1.41,1.27,-1.21,-176.09,88.62,-272.46
-1.45,0.81,-1.33,-113.53,45.65,-311.52
-1.5,0.53,-1.38,-64.7,2.32,-314.21
-1.39,0.15,-1.55,25.76,-16.24,-291.26
-1.22,0.41,-1.61,-8.12,-72.63,-201.72
-1.19,0.69,-1.52,-37.6,-114.26,-166.32
-1.19,0.89,-1.24,-9.95,-189.27,-173.22
-1.18,0.78,-1.09,30.76,-231.26,-226.81
-1.14,0.44,-0.84,77.39,-237.43,-242.25
-1.06,0.17,-0.75,71.17,-229.92,-243.9
-1.03,0.06,-0.79,55.97,-225.04,-232.91
-0.88,-0.08,-0.73,-52.92,-238.71,-186.28
-0.84,-0.11,-0.59,-91.98,-275.33,-140.08
-0.76,-0.27,-0.32,-124.94,-292.24,-127.44
-0.64,-0.5,-0.09,-168.4,-300.42,-97.47
-0.59,-0.56,0.04,-194.52,-298.71,-68.12
-0.5,-0.51,0.22,-221.68,-277.34,4.27
-0.4,-0.46,0.37,-198.79,-250.79,52.25
-0.4,-0.57,0.35,-78.86,-246.95,66.47
-0.43,-0.67,0.5,-82.34,-253.23,103.88
-0.46,-0.64,0.66,-78.98,-266.97,129.21
-0.47,-0.55,1.14,-65.19,-283.57,179.99
-0.51,-0.52,1.41,-43.27,-291.5,225.59
-0.58,-0.34,1.95,-29.42,-285.77,255.8
-0.59,0.13,2.45,-67.63,-241.09,326.35
-0.62,0.45,2.7,-95.95,-204.59,357.91
-0.75,1.04,3.06,-107.91,-99.37,392.76
-0.81,1.3,3.17,-133.67,-24.41,379.76
-0.87,1.66,2.96,-169.31,172.91,368.04
-1.03,1.38,2.14,-149.23,328.92,306.95
-1.24,1.18,1.82,-174.13,366.09,288.64
-1.61,1.39,1.49,-203.19,406.8,320.62
-1.78,1.85,1.25,-200.74,442.02,409.73
-2.07,2.99,0.27,-293.95,554.44,432.86
-2.12,3.7,-1.03,-467.96,630.0,317.02
-2.0,3.57,-1.6,-468.08,602.78,178.16
-1.7,2.45,-1.99,-240.05,371.52,-108.83
-1.64,1.87,-1.43,-196.04,220.46,-175.11
-1.59,1.45,-0.34,-237.92,66.77,-174.19
-1.6,1.51,-0.22,-245.18,114.56,-157.47
-1.66,1.43,-0.42,-217.59,151.49,-176.39
-1.78,0.96,-0.88,-151.12,186.46,-232.3
-1.8,0.74,-1.11,-144.17,188.05,-244.75
-1.8,0.54,-1.63,-140.75,164.06,-222.05
-1.81,0.58,-1.93,-167.11,86.85,-185.3
-1.72,0.62,-1.87,-197.51,31.68,-175.17
-1.64,0.64,-1.52,-227.23,-75.5,-164.98
-1.67,0.61,-1.39,-215.7,-109.5,-167.97
-1.71,0.42,-1.39,-160.03,-145.32,-192.57
-1.64,0.16,-1.48,-72.27,-186.95,-203.0
-1.59,0.13,-1.43,-24.6,-219.06,-186.95
-1.45,0.18,-1.01,99.12,-306.7,-153.02
-1.31,0.22,-0.72,144.23,-342.41,-144.17
-1.12,0.3,-0.31,220.03,-368.53,-136.84
-0.96,0.27,-0.12,235.35,-350.22,-149.84
-0.88,0.23,-0.02,186.58,-330.26,-155.7
-0.74,0.23,0.08,53.65,-276.86,-164.0
-0.65,0.15,0.14,-39.55,-247.92,-169.8
-0.55,-0.16,-0.11,-73.18,-217.53,-163.45
-0.52,-0.38,-0.15,-129.94,-242.0,-125.18
-0.52,-0.46,-0.08,-159.55,-256.59,-99.79
-0.46,-0.6,0.07,-197.2,-269.29,-46.51
-0.44,-0.66,0.16,-205.87,-272.64,-18.01
-0.38,-0.68,0.41,-222.17,-282.53,51.57
-0.33,-0.65,0.68,-204.65,-279.91,120.67
-0.3,-0.62,0.86,-200.5,-276.43,152.22
-0.3,-0.4,1.31,-197.27,-270.08,223.94
-0.3,-0.23,1.47,-168.58,-250.73,261.54
-0.39,0.16,1.7,-132.32,-187.87,321.96
-0.43,0.55,1.87,-80.93,-126.83,369.93
-0.63,0.8,1.94,-61.28,-95.83,393.37
-0.8,1.39,2.01,-73.85,-20.94,431.15
-0.91,1.77,2.02,-108.52,26.37,441.71
-0.98,2.42,1.8,-171.26,138.85,416.69
-1.07,2.65,1.43,-241.58,246.7,321.53
-1.1,2.63,1.19,-249.82,298.71,268.31
-1.09,2.59,0.58,-249.27,389.59,180.18
-1.07,2.59,0.25,-271.91,422.85,144.53
-1.18,2.48,-0.38,-301.33,445.07,68.97
-1.2,2.43,-0.75,-298.34,393.8,-10.5
-1.21,2.3,-0.89,-290.95,363.71,-45.53
-1.18,2.1,-1.14,-276.12,300.72,-100.4
-1.2,2.04,-1.21,-269.71,263.06,-122.25
-1.26,2.0,-1.15,-260.31,176.88,-173.83
-1.35,1.93,-1.05,-231.51,103.52,-239.81
-1.51,1.53,-0.96,-254.82,82.21,-270.94
-1.64,1.03,-0.96,-194.58,72.63,-315.06
-1.66,0.8,-1.11,-146.24,83.86,-323.18
-1.7,0.49,-1.44,-152.4,101.93,-310.55
-1.66,0.43,-1.83,-123.11,77.27,-273.56
-1.76,0.4,-1.96,-97.96,50.48,-260.07
-1.83,0.25,-2.22,17.03,-16.72,-260.99
-1.8,0.26,-2.18,57.19,-60.79,-260.01
-1.8,0.29,-1.94,173.46,-164.12,-260.74
-1.75,0.2,-1.58,230.9,-239.38,-269.65
-1.47,0.06,-1.05,229.92,-242.37,-257.39
-1.22,0.34,-0.81,190.0,-208.13,-189.45
-1.16,0.51,-0.71,189.27,-191.41,-162.35
-1.02,0.62,-0.62,161.62,-165.59,-161.74
-0.99,0.67,-0.74,-9.95,-173.89,-198.3
-0.98,0.52,-0.75,-85.69,-205.57,-217.16
-0.95,0.13,-0.55,-121.03,-248.29,-223.82
-0.9,-0.06,-0.46,-130.13,-264.16,-213.2
-0.75,-0.27,-0.19,-156.01,-294.98,-163.39
-0.69,-0.29,-0.06,-183.35,-293.15,-99.85
-0.58,-0.37,0.09,-195.07,-281.92,-76.6
-0.54,-0.51,0.13,-200.26,-252.2,-34.06
-0.54,-0.58,0.09,-189.64,-240.11,-12.15
-0.6,-0.73,0.11,-194.7,-248.96,37.6
-0.64,-0.81,0.24,-280.4,-289.61,117.55
-0.78,-0.75,0.71,-339.66,-312.87,175.17
-0.93,-0.22,1.26,-504.27,-325.68,321.66
-0.93,0.23,1.71,-576.6,-299.01,397.16
-0.91,1.13,2.11,-309.51,-185.18,495.91
-0.84,1.64,2.11,-306.21,-32.41,527.53
-0.89,2.75,2.09,-289.12,39.73,513.0
-0.85,3.48,1.98,-138.31,200.56,388.79
-0.84,3.46,1.66,-93.44,291.08,295.59
-0.91,2.93,0.87,-112.18,411.25,144.17
-0.85,2.73,0.56,-138.43,430.6,66.28
-0.85,2.15,0.18,-208.62,424.8,38.33
-0.99,2.19,0.01,-244.2,390.56,11.78
-1.0,2.16,0.01,-273.13,380.19,-19.47
-1.12,1.94,-0.18,-252.5,394.23,-81.73
-1.18,1.85,-0.37,-205.75,431.4,-118.84
-1.34,1.7,-0.93,-224.79,446.04,-135.19
-1.38,1.55,-1.53,-231.99,433.72,-177.49
-1.41,1.44,-1.74,-246.89,392.46,-200.38
-1.45,1.12,-1.8,-256.53,265.99,-232.42
-1.45,0.97,-1.72,-217.53,149.05,-231.45
-1.45,0.84,-1.51,-196.29,114.44,-220.7
-1.48,0.91,-1.45,-174.93,77.64,-208.62
-1.52,0.95,-1.49,-166.2,66.04,-214.36
-1.65,0.8,-1.62,-133.61,39.18,-249.88
-1.72,0.61,-1.71,-85.75,5.8,-288.88
-1.86,0.17,-1.82,9.7,-9.95,-301.03
-1.82,-0.09,-1.86,126.59,-49.19,-288.94
-1.71,-0.06,-1.85,191.65,-76.66,-260.38
-1.57,0.33,-1.7,114.87,-124.08,-180.18
-1.54,0.57,-1.57,70.37,-182.43,-146.42
