ACC_X,ACC_Y,ACC_Z,GIR_X,GIR_Y,GIR_Z
0.94,-0.1,-1.4,-69.4,10.31,4.03
1.01,0.1,-1.38,-58.84,-39.67,-6.29
1.04,0.13,-1.26,-37.6,-56.64,-17.76
0.99,0.2,-1.08,-3.72,-48.89,-29.66
0.94,0.21,-0.99,16.85,-22.89,-38.64
0.82,0.11,-0.98,19.1,-14.28,-42.85
0.65,-0.01,-0.95,15.14,-19.29,-39.18
0.6,-0.09,-0.95,11.54,-30.76,-35.03
0.51,-0.27,-0.89,6.04,-62.87,-14.59
0.46,-0.27,-0.77,7.69,-90.64,20.51
0.3,-0.17,-0.66,14.16,-102.72,34.79
0.17,-0.05,-0.53,33.33,-118.35,53.41
0.12,-0.02,-0.54,41.99,-121.34,57.31
0.04,-0.08,-0.57,59.88,-136.84,54.44
-0.0,-0.11,-0.5,76.6,-169.07,45.78
-0.09,-0.21,-0.26,85.14,-183.35,40.77
-0.19,-0.35,-0.08,94.48,-197.39,35.71
-0.28,-0.36,-0.02,93.63,-198.3,40.47
-0.42,-0.34,0.07,100.65,-197.33,52.0
-0.49,-0.31,0.08,119.45,-198.3,58.9
-0.59,-0.21,0.13,130.43,-205.81,54.87
-0.76,-0.47,0.41,138.37,-230.29,30.64
-0.89,-0.6,0.6,137.82,-242.68,25.02
-1.09,-0.83,1.0,119.02,-259.52,22.52
-1.12,-0.91,1.22,83.92,-254.52,41.2
-1.12,-0.8,1.41,69.15,-239.2,59.88
-1.13,-0.45,1.34,52.61,-209.41,87.71
-1.16,-0.31,1.37,65.31,-206.36,89.6
-1.2,-0.23,1.59,101.93,-207.82,73.67
-1.17,-0.24,1.65,118.23,-189.27,55.05
-1.14,-0.26,1.69,117.19,-180.66,45.29
-1.1,-0.32,1.7,114.75,-173.16,24.23
-1.07,-0.33,1.77,120.12,-178.47,14.34
-1.06,-0.61,2.15,140.81,-204.04,-13.67
-1.07,-0.92,2.4,133.42,-211.98,-26.49
-1.09,-1.18,2.72,104.86,-196.04,-11.05
-1.09,-0.77,2.57,32.1,-146.67,34.24
-1.11,-0.5,2.52,8.24,-134.03,47.24
-1.1,-0.17,2.53,-13.12,-124.94,37.29
-1.11,-0.15,2.55,-14.53,-120.12,10.93
-1.15,-0.17,2.72,-13.31,-115.17,1.16
-1.22,-0.2,2.87,-25.21,-89.9,-10.56
-1.26,-0.2,2.91,-31.56,-70.74,-13.61
-1.31,-0.22,2.86,-33.87,-17.4,-18.92
-1.33,-0.24,2.7,-33.94,47.61,-22.4
-1.29,-0.22,2.27,-28.63,74.58,-22.58
-1.22,-0.25,1.9,-18.68,108.34,-24.9
-1.2,-0.28,1.75,-13.73,117.19,-26.0
-1.15,-0.39,1.69,-8.79,120.67,-27.4
-1.15,-0.45,1.68,-15.44,131.77,-28.69
-1.18,-0.58,1.61,-37.66,136.47,-28.99
-1.18,-0.68,1.52,-55.97,140.26,-20.02
-1.15,-0.58,1.45,-63.35,145.02,-11.05
-1.13,-0.39,1.24,-66.71,159.12,-2.2
-1.16,-0.34,1.16,-60.97,158.39,-6.84
-1.16,-0.31,1.06,-50.9,154.97,-9.64
-1.13,-0.25,0.92,-54.99,153.99,-10.99
-1.09,-0.23,0.85,-63.66,151.49,-14.95
-0.99,-0.24,0.73,-84.11,144.71,-33.69
-0.99,-0.22,0.6,-93.51,145.08,-51.09
-0.92,-0.21,0.46,-89.84,131.23,-60.85
-0.85,-0.11,0.51,-65.12,121.77,-67.57
-0.81,-0.07,0.49,-59.2,126.53,-71.47
-0.69,-0.09,0.39,-46.14,136.6,-83.37
-0.6,-0.14,0.26,-42.24,141.17,-95.21
-0.44,-0.25,0.1,-40.34,132.32,-97.53
-0.28,-0.34,0.04,-39.61,117.92,-95.83
-0.11,-0.31,-0.13,-49.74,118.16,-93.87
0.35,-0.3,-0.54,-47.36,110.29,-93.87
0.49,-0.36,-0.57,-36.25,90.76,-84.53
0.66,-0.37,-0.44,-14.34,45.17,-72.2
0.74,-0.39,-0.4,-4.58,23.93,-45.72
0.75,-0.37,-0.38,1.4,15.44,-33.33
0.77,-0.3,-0.32,4.33,1.4,-14.89
0.76,-0.24,-0.3,1.28,-1.16,-8.61
0.75,-0.14,-0.23,5.8,-6.77,-0.61
0.64,-0.08,-0.22,12.82,-9.52,6.04
0.59,-0.02,-0.2,13.18,-11.9,7.45
0.53,-0.02,-0.16,5.31,-18.68,-3.48
0.52,-0.04,-0.16,-3.85,-19.41,-9.95
0.49,-0.08,-0.21,-17.27,-23.5,-15.93
0.5,-0.11,-0.24,-6.59,-39.12,-1.95
0.51,-0.11,-0.26,1.65,-45.17,9.52
0.39,-0.1,-0.25,20.02,-59.2,29.72
0.32,-0.11,-0.2,29.24,-67.38,35.77
0.23,-0.14,-0.16,27.71,-74.52,39.0
0.13,-0.13,-0.17,19.53,-83.01,39.79
0.09,-0.12,-0.2,17.09,-86.98,40.65
-0.05,-0.13,-0.06,34.18,-101.01,47.3
-0.13,-0.15,0.05,49.56,-104.86,52.67
-0.27,-0.1,0.19,71.78,-96.56,63.96
-0.39,-0.16,0.36,70.56,-88.07,57.25
-0.47,-0.19,0.49,61.04,-82.4,51.51
-0.56,-0.27,0.67,30.15,-55.85,38.02
-0.56,-0.31,0.64,10.01,-37.72,31.92
-0.66,-0.36,0.59,-15.14,-16.11,23.62
-0.76,-0.19,0.65,-8.85,-21.18,25.51
-0.78,-0.14,0.71,-3.11,-33.02,23.74
-0.89,-0.34,0.77,-23.62,-55.42,10.5
-0.89,-0.4,0.75,-29.48,-70.62,9.7
-0.78,-0.58,1.09,-9.77,-133.24,20.63
-0.81,-0.32,1.38,7.14,-139.89,64.39
-0.86,-0.07,1.42,21.12,-129.33,83.37
-0.86,0.04,1.63,59.02,-134.34,77.15
-0.89,-0.1,1.8,75.99,-141.97,61.89
-0.87,-0.5,1.89,88.68,-141.05,38.45
-0.82,-0.52,1.93,78.43,-138.12,50.05
-0.78,-0.41,2.01,75.07,-138.73,59.39
-0.85,-0.18,2.28,83.19,-135.44,65.43
-0.88,-0.24,2.46,91.06,-133.24,55.91
-0.92,-0.43,2.79,98.02,-124.82,35.95
-0.91,-0.65,3.01,63.29,-108.58,26.86
-0.9,-0.59,3.01,34.73,-92.59,31.98
-0.91,-0.33,2.88,-16.85,-55.79,38.51
-0.96,-0.22,2.88,-24.05,-44.8,36.87
-1.12,-0.22,2.98,-10.99,-26.18,24.78
-1.18,-0.21,2.92,-13.61,10.56,20.02
-1.23,-0.14,2.79,-28.87,33.26,17.33
-1.25,-0.07,2.51,-56.21,71.11,2.5
-1.26,-0.05,2.39,-60.49,85.75,-6.16
-1.28,-0.16,2.19,-48.4,112.92,-25.88
-1.25,-0.31,1.96,-30.4,144.47,-35.58
-1.17,-0.41,1.83,-27.34,161.19,-38.45
-1.15,-0.59,1.53,-33.26,189.82,-34.79
-1.13,-0.65,1.39,-40.28,196.29,-27.95
-1.07,-0.58,1.19,-64.76,198.97,-8.12
-1.05,-0.46,1.09,-80.87,195.86,4.82
-1.02,-0.29,1.06,-87.59,196.04,2.81
-1.01,-0.19,0.92,-99.67,201.23,-6.59
-0.99,-0.16,0.86,-99.85,202.09,-11.6
-0.96,-0.15,0.78,-90.58,201.84,-18.8
-0.92,-0.13,0.64,-76.35,202.21,-21.12
-0.8,-0.12,0.53,-78.43,198.55,-24.9
-0.71,-0.25,0.47,-94.6,180.18,-33.81
-0.67,-0.23,0.45,-103.64,174.19,-32.65
-0.63,-0.16,0.29,-129.64,172.85,-33.87
-0.58,-0.12,0.22,-131.04,157.84,-40.83
-0.42,-0.01,0.08,-123.6,144.35,-47.42
-0.21,-0.16,-0.02,-124.08,113.22,-66.77
-0.12,-0.18,-0.11,-126.34,101.44,-68.54
0.01,-0.19,-0.27,-122.99,79.65,-70.13
0.07,-0.18,-0.25,-71.35,44.62,-72.63
0.2,-0.27,-0.13,-47.97,35.34,-73.55
0.33,-0.34,-0.25,-42.66,46.81,-65.98
0.43,-0.33,-0.4,-51.94,55.11,-59.75
0.58,-0.25,-0.68,-63.48,54.08,-50.66
0.66,-0.2,-0.83,-60.0,32.53,-49.87
0.82,-0.22,-1.12,-57.68,15.81,-48.77
0.86,-0.25,-0.96,-22.16,-33.94,-40.95
0.86,-0.26,-0.79,-2.38,-55.97,-36.68
0.83,-0.31,-0.6,3.42,-66.28,-25.82
0.8,-0.31,-0.58,1.46,-58.47,-12.94
0.61,-0.31,-0.5,4.27,-57.62,-4.46
0.44,-0.22,-0.33,22.89,-65.98,16.6
0.37,-0.19,-0.25,30.4,-69.7,25.15
0.28,-0.2,-0.26,39.67,-72.57,37.05
0.25,-0.25,-0.31,37.6,-84.17,39.79
0.12,-0.29,-0.22,35.03,-94.85,42.6
-0.04,-0.28,-0.12,29.3,-107.48,50.42
-0.1,-0.25,-0.11,28.63,-110.11,57.98
-0.18,-0.24,0.02,40.47,-124.39,68.97
-0.23,-0.24,0.1,50.17,-132.45,76.48
-0.36,-0.21,0.25,52.06,-132.81,78.43
-0.47,-0.19,0.4,50.42,-135.93,77.27
-0.48,-0.15,0.4,40.47,-131.96,76.9
-0.55,-0.21,0.3,24.11,-130.8,64.33
-0.61,-0.3,0.36,42.18,-160.83,52.92
-0.75,-0.36,0.72,43.88,-176.15,54.75
-0.92,-0.34,1.1,38.09,-175.42,68.24
-0.95,-0.24,1.16,35.28,-163.7,79.65
-1.0,-0.08,1.38,36.74,-152.65,88.44
-1.01,-0.13,1.51,40.95,-144.78,83.56
-1.01,-0.16,1.69,36.01,-130.55,90.27
-1.06,-0.0,1.63,35.83,-88.5,106.93
-1.1,0.09,1.52,41.38,-76.72,110.66
-1.06,0.23,1.68,63.54,-108.95,109.92
-1.04,0.26,1.9,72.39,-134.4,92.71
-1.14,0.16,2.09,65.25,-136.54,79.1
-1.1,0.16,2.31,79.16,-150.15,58.78
-1.1,0.15,2.41,74.71,-149.96,55.18
-1.06,0.33,2.52,57.74,-132.87,56.03
-1.05,0.43,2.59,53.89,-105.41,40.16
-1.01,0.34,2.71,52.67,-87.22,25.45
-1.02,0.22,2.76,42.11,-46.75,9.4
-0.99,0.21,2.7,27.71,-23.74,6.1
-0.97,0.24,2.61,7.26,4.76,3.17
-0.99,0.21,2.66,3.54,27.16,-5.37
-1.04,0.23,2.7,-7.14,33.69,-7.57
-1.03,0.28,2.54,-23.25,67.02,-20.08
-1.06,0.26,2.41,-27.4,80.08,-30.64
-1.05,0.1,2.23,-24.66,92.71,-53.89
-1.03,-0.01,2.15,-21.3,100.28,-67.02
-0.97,-0.17,1.95,-13.73,123.47,-67.75
-0.87,-0.4,1.77,-8.79,140.01,-65.86
-0.84,-0.52,1.76,-14.4,145.94,-60.79
-0.81,-0.68,1.67,-49.26,169.8,-44.13
-0.84,-0.61,1.57,-66.89,179.5,-16.97
-0.89,-0.4,1.47,-87.95,180.36,-4.46
-0.94,-0.09,1.34,-87.65,183.53,14.4
-0.97,0.03,1.25,-83.68,185.3,15.75
-0.94,0.13,1.13,-78.19,186.04,1.4
-0.95,0.13,1.05,-80.75,186.83,-24.6
-0.92,0.06,0.73,-90.76,187.01,-29.85
-0.85,0.03,0.55,-98.33,169.43,-39.73
-0.82,0.03,0.52,-103.52,159.06,-42.91
-0.75,0.07,0.4,-111.45,149.23,-49.38
-0.63,0.06,0.29,-109.62,145.63,-55.24
-0.42,-0.04,-0.01,-102.17,138.73,-64.76
-0.24,-0.13,-0.34,-86.55,116.52,-64.27
-0.12,-0.22,-0.38,-83.13,91.8,-63.29
0.07,-0.34,-0.33,-72.39,42.85,-54.14
0.14,-0.37,-0.34,-69.64,27.65,-47.06
0.27,-0.32,-0.35,-51.39,10.07,-33.02
0.34,-0.22,-0.39,-17.4,2.69,-20.39
0.37,-0.18,-0.43,0.55,0.0,-14.83
0.45,-0.12,-0.5,28.99,-8.24,-5.31
0.48,-0.15,-0.5,32.59,-13.61,-5.0
0.53,-0.13,-0.51,26.0,-18.49,-2.5
0.54,-0.07,-0.53,10.07,-22.95,-5.86
0.51,-0.03,-0.5,8.79,-28.69,-7.87
0.45,-0.06,-0.35,24.54,-44.25,-13.55
0.44,-0.1,-0.28,32.59,-47.61,-15.87
0.39,-0.1,-0.28,31.68,-38.51,-18.86
0.37,-0.2,-0.38,26.37,-36.13,-26.12
0.35,-0.28,-0.41,26.37,-41.56,-24.66
0.26,-0.39,-0.44,27.95,-56.88,-6.71
0.21,-0.39,-0.39,33.26,-70.8,5.98
0.05,-0.35,-0.2,32.41,-99.49,30.76
-0.12,-0.28,-0.11,20.26,-114.07,45.84
-0.19,-0.22,-0.07,10.38,-119.14,50.48
-0.31,-0.1,0.02,2.69,-127.38,56.27
-0.34,0.0,0.09,14.53,-131.53,58.23
-0.53,0.11,0.22,54.81,-132.57,52.86
-0.55,-0.09,0.39,89.78,-139.22,29.85
-0.64,-0.28,0.56,87.95,-147.46,17.4
-0.77,-0.53,0.79,65.73,-146.3,10.44
-0.81,-0.51,0.91,52.49,-141.3,20.2
-0.78,-0.32,1.14,44.13,-128.6,49.87
-0.79,-0.12,1.39,37.78,-102.42,69.95
-0.88,-0.09,1.42,32.41,-85.57,69.58
-0.91,-0.06,1.49,13.98,-65.86,63.29
-0.9,-0.0,1.53,11.84,-61.95,60.12
-0.84,-0.03,1.6,8.79,-57.92,50.84
-0.84,-0.08,1.58,6.53,-65.49,59.88
-0.81,-0.1,1.65,4.88,-84.11,71.66
-0.88,0.14,1.76,1.89,-116.52,103.15
-0.91,0.23,1.84,4.58,-136.29,104.43
-0.94,0.29,2.21,29.97,-173.22,83.01
-0.9,0.25,2.35,30.58,-162.41,64.09
-0.86,0.23,2.36,24.66,-146.24,58.23
-0.89,0.24,2.42,34.36,-111.94,53.16
-0.92,0.25,2.56,46.33,-99.43,51.57
-0.97,0.44,2.75,52.25,-59.02,52.31
-0.97,0.49,2.72,19.53,-12.94,35.03
-1.01,0.54,2.67,2.26,6.1,23.8
-1.05,0.6,2.58,-15.69,39.43,4.15
-1.04,0.63,2.52,-15.08,52.8,-6.23
-1.05,0.58,2.34,-4.33,76.78,-34.06
-1.03,0.46,2.18,-3.05,88.99,-61.46
-1.01,0.26,2.04,-7.75,93.69,-67.32
-0.99,0.17,1.8,-16.97,100.83,-71.72
-0.97,0.1,1.72,-15.81,98.57,-75.5
-0.97,-0.05,1.69,-4.82,95.95,-79.53
-0.96,-0.1,1.64,-6.9,112.85,-79.35
-0.92,-0.23,1.45,-15.2,122.68,-77.39
-0.86,-0.29,1.28,-35.95,135.62,-65.12
-0.81,-0.28,1.2,-46.75,140.69,-55.6
-0.75,-0.19,1.15,-55.24,145.39,-36.62
-0.72,-0.15,1.19,-56.27,150.57,-29.72
-0.68,-0.18,1.18,-61.58,156.86,-32.96
-0.66,-0.3,1.16,-69.46,161.44,-37.84
-0.65,-0.3,1.13,-72.39,164.25,-33.33
-0.62,-0.2,1.0,-85.02,169.25,-17.4
-0.63,-0.1,0.95,-86.91,164.61,-4.15
-0.59,0.05,0.84,-83.13,162.17,-4.21
-0.52,0.11,0.68,-71.29,158.26,-13.92
-0.5,0.11,0.62,-63.48,152.95,-20.51
-0.45,0.08,0.56,-51.94,138.43,-30.15
-0.39,0.06,0.5,-50.42,123.96,-31.07
-0.32,0.1,0.46,-51.88,115.48,-30.33
-0.29,0.09,0.38,-56.7,107.79,-34.36
-0.27,0.07,0.29,-58.47,107.6,-37.84
-0.19,0.06,0.05,-55.18,107.24,-41.38
-0.15,0.02,-0.09,-45.72,93.08,-44.56
-0.01,-0.0,-0.32,-37.72,79.28,-42.18
0.12,0.05,-0.51,-24.17,44.86,-37.11
0.22,0.08,-0.56,-13.18,27.53,-36.38
0.39,0.13,-0.5,14.04,-0.12,-38.21
0.44,0.14,-0.46,25.45,2.5,-48.1
0.5,0.07,-0.48,22.83,7.69,-54.99
0.52,-0.02,-0.5,24.78,6.16,-64.82
0.53,-0.06,-0.5,26.55,0.67,-66.04
0.55,-0.16,-0.44,38.33,-14.77,-60.97
0.54,-0.2,-0.44,41.14,-24.35,-52.43
0.54,-0.25,-0.36,26.67,-26.37,-47.36
0.5,-0.25,-0.41,-7.02,-23.56,-32.35
0.45,-0.21,-0.4,-18.37,-26.06,-19.53
0.36,-0.12,-0.37,-22.34,-37.17,4.15
0.33,-0.1,-0.36,-19.04,-48.03,19.78
0.24,-0.06,-0.3,-6.77,-55.18,24.23
0.13,-0.1,-0.06,13.31,-73.49,22.16
0.06,-0.19,0.05,17.03,-79.16,19.65
0.01,-0.24,0.14,18.07,-80.93,26.06
0.01,-0.25,0.15,19.47,-90.03,37.72
-0.03,-0.24,0.19,12.27,-93.99,46.14
-0.18,-0.19,0.35,10.86,-106.2,57.74
-0.26,-0.21,0.44,13.43,-111.63,60.18
-0.32,-0.07,0.54,16.05,-114.2,67.14
-0.37,0.05,0.6,19.29,-132.93,59.94
-0.47,0.12,0.81,40.16,-135.19,47.3
-0.58,0.11,1.19,53.22,-148.19,27.16
-0.63,0.09,1.41,54.02,-144.04,21.12
-0.64,0.12,1.47,32.23,-114.26,13.43
-0.63,0.22,1.4,23.5,-99.79,16.11
-0.61,0.25,1.42,32.41,-96.31,15.2
-0.67,0.32,1.5,32.53,-94.91,22.52
-0.68,0.29,1.48,24.17,-91.98,24.78
-0.62,0.27,1.39,14.77,-98.63,34.3
-0.58,0.25,1.45,19.96,-111.51,35.34
-0.51,0.14,1.67,45.96,-129.82,32.96
-0.54,0.18,1.67,67.99,-114.07,31.8
-0.57,0.15,1.73,74.1,-109.74,28.32
-0.56,0.01,1.79,68.3,-93.69,24.41
-0.54,-0.03,1.7,60.12,-78.61,42.72
-0.47,0.06,1.68,74.89,-77.82,35.46
-0.42,0.02,2.13,94.36,-94.73,30.15
-0.41,-0.03,2.29,94.3,-88.93,26.0
-0.42,-0.17,2.43,73.73,-69.52,18.37
-0.4,-0.26,2.49,61.95,-64.82,17.52
-0.41,-0.16,2.57,43.33,-52.55,34.12
-0.52,0.01,2.85,39.18,-45.84,45.17
-0.59,0.1,2.99,39.37,-35.22,45.78
-0.64,0.22,2.92,23.13,12.02,34.42
-0.66,0.23,2.75,8.79,37.6,23.62
-0.66,0.17,2.45,1.4,69.34,-0.85
-0.7,-0.05,2.46,22.46,76.17,-22.77
-0.73,-0.23,2.53,31.56,82.21,-31.13
-0.75,-0.47,2.32,14.53,130.31,-28.93
-0.76,-0.5,2.08,-7.75,156.25,-20.02
-0.73,-0.47,1.74,-51.51,173.52,-0.73
-0.75,-0.28,1.62,-80.99,169.13,11.96
-0.77,-0.21,1.63,-84.9,164.61,11.9
-0.78,-0.24,1.53,-99.3,171.08,1.1
-0.77,-0.27,1.41,-108.58,179.87,-2.44
-0.75,-0.17,1.09,-118.35,192.75,0.55
-0.73,-0.1,0.95,-122.56,181.64,1.22
-0.7,-0.05,0.88,-120.18,175.35,0.85
-0.66,-0.01,0.76,-116.88,164.55,-4.88
-0.64,-0.0,0.7,-116.21,161.99,-8.91
-0.62,0.01,0.56,-117.74,162.23,-12.45
-0.55,0.06,0.39,-117.86,163.39,-9.16
-0.51,0.08,0.3,-119.57,161.8,-8.36
-0.41,0.11,0.16,-115.97,152.4,-10.99
-0.38,0.12,0.13,-113.4,143.19,-12.57
-0.29,0.08,0.1,-100.22,120.18,-15.26
-0.22,0.11,0.04,-85.69,101.01,-12.45
-0.16,0.14,-0.06,-71.72,91.19,-12.7
-0.03,0.11,-0.29,-45.59,67.99,-20.87
0.04,0.07,-0.42,-33.63,55.18,-24.9
0.21,0.04,-0.64,-8.79,22.09,-27.83
0.41,-0.07,-0.75,5.68,1.89,-31.31
0.48,-0.12,-0.74,12.76,-3.97,-32.41
0.57,-0.16,-0.61,22.71,-21.85,-35.46
0.59,-0.17,-0.55,22.58,-27.4,-37.6
0.58,-0.2,-0.5,16.6,-31.07,-36.07
0.57,-0.15,-0.44,18.25,-32.1,-27.71
0.53,-0.14,-0.43,15.14,-30.21,-25.02
0.47,-0.11,-0.42,0.79,-28.44,-17.15
0.43,-0.09,-0.42,-1.71,-28.5,-12.21
0.34,-0.04,-0.42,1.4,-33.81,1.16
0.29,-0.01,-0.33,14.89,-49.38,11.84
0.19,-0.02,-0.26,19.65,-57.31,15.32
0.13,-0.03,-0.11,28.93,-71.96,20.08
0.1,-0.07,-0.05,35.4,-79.41,20.51
0.02,-0.13,0.07,43.7,-91.06,26.67
-0.04,-0.16,0.12,34.24,-94.06,35.4
-0.15,-0.14,0.15,30.52,-97.78,40.83
-0.29,-0.06,0.25,37.05,-104.68,51.09
-0.36,-0.03,0.33,52.61,-109.01,52.49
-0.44,-0.01,0.55,77.45,-115.11,45.53
-0.45,-0.0,0.62,88.38,-114.07,32.9
-0.43,-0.08,0.68,92.77,-121.58,24.11
-0.44,-0.24,0.86,104.37,-145.75,15.26
-0.48,-0.32,1.02,104.55,-155.4,15.87
-0.57,-0.52,1.21,83.62,-148.25,27.89
-0.61,-0.53,1.14,68.97,-130.43,63.96
-0.68,-0.27,1.12,63.84,-128.72,82.82
-0.77,0.05,1.15,62.56,-138.55,97.66
-0.82,0.12,1.25,60.0,-146.18,92.59
-0.91,0.05,1.47,63.23,-158.94,71.41
-0.92,0.02,1.55,73.61,-164.37,64.15
-0.81,0.06,1.71,80.32,-168.33,61.58
-0.75,0.12,1.9,94.48,-174.07,51.27
-0.74,0.06,2.05,101.2,-174.44,41.81
-0.72,-0.01,2.32,124.39,-160.89,26.49
-0.7,-0.1,2.48,133.42,-136.78,16.3
-0.65,-0.26,2.66,133.61,-120.91,15.26
-0.62,-0.29,2.82,121.03,-101.32,16.78
-0.65,-0.36,2.99,110.41,-98.75,13.18
-0.69,-0.48,3.26,71.41,-76.48,9.89
-0.73,-0.47,3.23,14.53,-26.06,16.85
-0.84,-0.3,3.0,-3.72,-6.53,21.48
-0.87,-0.04,2.73,-28.69,27.53,18.13
-0.88,-0.01,2.57,-36.68,44.07,5.92
-0.88,-0.15,2.35,-26.31,67.5,-24.66
-0.87,-0.32,2.29,-10.68,85.75,-46.69
-0.84,-0.56,2.13,-13.55,97.84,-46.14
-0.86,-0.69,1.99,-34.42,116.46,-33.87
-0.88,-0.66,1.9,-53.22,127.62,-23.07
-0.92,-0.49,1.74,-82.95,144.96,-5.25
-0.93,-0.43,1.72,-100.52,157.35,-5.49
-0.92,-0.36,1.64,-111.39,170.59,-8.79
-0.87,-0.38,1.43,-131.65,195.43,-19.29
-0.84,-0.4,1.3,-136.11,201.17,-22.64
-0.79,-0.44,1.14,-133.0,198.73,-22.83
-0.75,-0.46,1.1,-125.0,188.05,-14.65
-0.7,-0.33,1.0,-121.15,184.69,-8.91
-0.69,-0.2,0.97,-117.07,173.46,-7.57
-0.67,-0.16,0.93,-120.24,171.63,-10.07
-0.67,-0.08,0.73,-128.78,172.67,-16.66
-0.68,-0.04,0.64,-129.21,165.71,-23.07
-0.63,0.03,0.5,-129.82,159.67,-27.95
-0.58,-0.01,0.35,-140.32,150.45,-39.43
-0.55,-0.02,0.28,-142.21,143.74,-42.79
-0.46,0.03,0.16,-135.8,123.72,-44.31
-0.43,0.06,0.11,-132.39,106.26,-45.59
-0.28,0.15,-0.1,-121.28,102.72,-48.22
-0.06,0.17,-0.52,-90.88,90.03,-61.77
0.04,0.14,-0.69,-69.34,75.44,-70.8
0.24,-0.05,-0.85,-23.56,35.4,-80.63
0.35,-0.17,-0.8,4.58,-12.7,-70.01
0.48,-0.31,-0.51,48.83,-26.43,-56.27
0.54,-0.24,-0.35,56.88,-17.88,-27.04
0.56,-0.14,-0.37,48.95,-3.72,-19.1
0.57,-0.03,-0.47,35.1,6.35,-21.18
0.56,-0.03,-0.51,37.6,-14.95,-28.87
0.58,-0.0,-0.42,52.86,-20.87,-28.81
0.55,0.03,-0.27,56.58,-26.92,-28.93
0.54,0.02,-0.24,47.18,-25.09,-29.54
0.5,-0.06,-0.16,23.93,-21.24,-30.58
0.46,-0.11,-0.15,12.08,-19.53,-19.65
0.4,-0.16,-0.14,2.81,-25.45,-7.63
0.32,-0.08,-0.07,5.0,-39.49,18.62
0.25,-0.01,-0.05,6.65,-43.95,27.77
0.15,0.08,-0.01,13.92,-52.49,34.73
0.11,0.07,0.02,13.67,-57.07,31.43
0.04,0.06,0.03,13.85,-61.52,31.43
-0.02,0.03,0.11,15.81,-72.81,34.97
-0.09,0.01,0.18,20.39,-76.84,38.88
-0.21,-0.03,0.27,28.02,-79.35,44.07
-0.25,-0.04,0.29,31.62,-83.56,45.04
-0.27,-0.1,0.38,33.39,-99.49,42.72
-0.31,-0.14,0.41,31.56,-113.46,46.63
-0.34,-0.12,0.46,34.55,-119.81,52.61
-0.42,-0.14,0.61,55.73,-132.57,57.31
-0.47,-0.24,0.75,64.51,-141.97,53.83
-0.54,-0.51,1.06,68.73,-156.01,51.09
-0.51,-0.55,1.15,51.94,-145.14,76.6
-0.5,-0.38,1.05,36.19,-131.35,99.67
-0.65,-0.12,0.99,31.56,-129.15,122.19
-0.74,-0.12,1.12,47.06,-141.97,117.68
-0.86,-0.16,1.44,82.4,-161.74,102.97
-0.86,-0.09,1.59,90.21,-154.24,99.55
-0.83,-0.03,1.6,93.51,-149.23,98.75
-0.79,0.07,1.72,104.55,-149.9,87.22
-0.79,0.05,1.82,110.72,-150.57,75.13
-0.8,-0.11,2.05,126.59,-151.55,46.75
-0.74,-0.22,2.32,123.11,-148.25,36.01
-0.69,-0.16,2.33,107.67,-139.16,36.44
-0.68,-0.03,2.41,74.1,-128.36,31.98
-0.69,-0.07,2.55,68.73,-127.75,22.89
-0.73,-0.23,2.8,61.4,-109.86,7.26
-0.74,-0.3,2.86,44.86,-74.04,6.41
-0.75,-0.35,2.82,32.47,-55.79,8.06
-0.8,-0.36,2.63,9.22,-22.4,17.4
-0.82,-0.28,2.55,-2.01,-9.46,24.66
-0.94,-0.1,2.58,-23.19,5.8,28.38
-1.05,0.09,2.54,-56.34,38.15,21.48
-1.08,0.19,2.43,-70.98,59.63,15.01
-1.13,0.29,2.22,-83.86,90.39,-5.0
-1.13,0.3,2.11,-85.02,103.33,-16.24
-1.11,0.23,1.83,-87.65,126.83,-39.67
-1.07,0.18,1.66,-81.18,137.51,-53.71
-1.05,0.13,1.61,-80.63,141.97,-60.12
-1.01,0.08,1.44,-89.36,158.63,-68.12
-1.0,0.06,1.35,-94.42,165.59,-71.23
-0.92,-0.01,1.17,-111.82,173.71,-80.44
-0.83,-0.04,1.04,-128.48,172.79,-87.34
-0.79,-0.03,1.02,-132.32,167.36,-88.81
-0.72,-0.04,1.04,-140.99,155.94,-89.84
-0.69,-0.07,1.02,-148.44,154.6,-91.37
-0.68,-0.15,0.86,-156.8,156.37,-93.14
-0.65,-0.16,0.65,-141.97,152.28,-93.69
-0.51,-0.17,0.59,-128.97,146.3,-94.6
-0.35,-0.14,0.48,-98.57,135.19,-93.14
-0.29,-0.15,0.39,-88.5,130.86,-93.38
-0.16,-0.27,0.22,-69.15,118.53,-94.6
-0.1,-0.31,0.17,-41.75,94.18,-82.7
0.05,-0.33,0.14,-34.73,85.69,-75.87
0.16,-0.42,-0.01,-28.69,78.12,-58.84
0.21,-0.41,-0.2,-25.88,79.59,-46.08
0.36,-0.39,-0.54,-8.24,62.62,-24.23
0.42,-0.28,-0.53,10.8,15.62,5.0
0.48,-0.17,-0.5,13.61,-0.85,20.81
0.43,0.02,-0.5,7.81,-19.71,40.34
0.37,0.09,-0.53,8.61,-28.44,43.58
0.27,0.18,-0.46,23.86,-56.09,41.26
0.23,0.2,-0.38,35.34,-70.31,36.74
0.2,0.31,-0.4,43.15,-71.53,35.52
0.18,0.33,-0.34,69.82,-81.3,26.06
0.16,0.3,-0.28,83.07,-85.94,19.23
